username,email,password,pin,phone,dob,nationality,pan,city,pincode,User_ID,Account_Age_Days,Location,Device_Type,Payment_Method,Transaction_Amount,Transaction_Frequency,Obfuscation_Level,Synthetic_Identity,Fraudulent,IP_Address,Email_Domain,Time_Between_Txns,Avg_Txn_Amount,Transaction_Location,Account_Number,Bank_Name,IFSC_Code,Account_Status
pdora,chandmisha@hotmail.com,^5$5LQ7dP&,2022,+916281290843,1986-01-14,Indian,PJWAB1291W,Dhule,733864,f58c9a3e-af72-404d-9dc6-639e20c09664,126,India,Tablet,Credit Card,826.73,38,Low,False,False,142.42.218.156,Mumbai,32.81,92.74,India,466684219526,ICICI,ICICI808042,Active
wmannan,tarakrishnan@dara.com,%7e9HN%t$p,4329,5872581483,1959-08-04,Indian,JFDQH7535L,Rourkela,530890,5bc01345-8046-4897-af86-e36c9d9d38c2,11,India,Mobile,Net Banking,653.09,46,Medium,False,False,217.213.37.33,India,89.81,58.34,India,766003777230,IDFC,IDFC769032,Active
ovig,bbarad@hotmail.com,r2ZlN4gr#c,2818,+910346243643,1981-12-18,Indian,VVNFU9630Y,Gudivada,211138,4d908b48-3e48-4640-8400-27560b78b89d,3375,India,Tablet,UPI,151.41,7,High,False,False,79.29.38.56,India,35.29,24.89,India,692741334902,BOB,BOB414673,Active
lagan50,kcontractor@sawhney-borah.com,7wQaiu2j&+,3379,8294717210,1964-12-18,Indian,BMHNR2186Z,Bhiwani,999073,af72fc23-e17d-4229-9c26-56248a7e54a5,921,India,Tablet,UPI,841.7,23,Medium,False,False,82.45.0.52,Delhi,50.31,56.95,India,178084430903,IDFC,IDFC774612,Active
shamikdevan,gadekimaya@hotmail.com,$flG1ZQgW&,5381,+917813326247,1972-04-10,Indian,REREV3943H,Raiganj,462705,78f87d91-7da9-4537-8042-2429c568d07c,1398,India,Desktop,Credit Card,362.76,43,Low,False,False,162.94.32.4,Chennai,12.16,28.4,India,262165189730,BOB,BOB753830,Active
aainarao,ganeshseher@gmail.com,%8s0$sWoRD,8690,09070736163,1961-09-12,Indian,GWAUI3811P,Vellore,295830,0e4d371c-a994-405d-ae77-9fa7aba56cad,2452,India,Tablet,Net Banking,938.22,58,Medium,False,False,6.88.59.218,Kolkata,69.39,82.28,India,674084740045,KOTAK,KOTAK701378,Active
chaudryindrajit,kantsamaira@hotmail.com,%DQhAsxtM2,5942,08315180310,1976-03-07,Indian,LEYAR0815N,Khandwa,788501,82bd9fd4-01ac-4f88-bcbf-23e1d2efa989,3372,India,Desktop,Credit Card,359.17,19,High,False,False,78.85.150.149,India,68.0,65.26,India,366168661412,BOB,BOB626112,Active
azad90,ghoseneysa@gmail.com,5GA03Mgn&&,2316,+919237946834,1993-10-25,Indian,NGXXQ2164E,Bhusawal,595055,76e7c937-8969-4b58-97e7-1ab6dcd9b525,2169,India,Tablet,Debit Card,712.52,3,High,False,False,192.4.132.162,Delhi,47.79,34.48,India,448948096783,HDFC,HDFC277778,Active
nehmat90,maharajvritika@gmail.com,25mK15kk)8,5278,+912206600948,1999-04-30,Indian,TXIIP0103X,Pimpri-Chinchwad,374858,a1c05b89-8200-4039-903e-d11acebd47c8,1932,India,Desktop,UPI,986.18,56,Medium,False,False,79.76.174.103,Bangalore,55.27,65.52,India,581456643625,AXIS,AXIS754722,Closed
nirvaan59,ykari@bhargava-varkey.info,pL4HLgO3^_,1689,+914624985190,1962-08-17,Indian,VNHHB0020Q,North Dumdum,648089,f6d263c3-8c16-402d-a142-6119640d3f9a,1109,India,Tablet,Debit Card,804.79,79,Medium,False,False,204.134.101.69,Chennai,75.53,97.49,India,209026838998,HSBC,HSBC156773,Active
yogiumang,ramandishani@yahoo.com,X^g_7EGlb&,9588,1318055458,1958-11-19,Indian,ONFTI0104J,North Dumdum,438603,ec77215d-2743-4a69-9039-67c3ebb862b3,3188,India,Mobile,UPI,174.94,91,High,False,True,181.214.183.32,Delhi,57.8,51.44,India,756269227054,ICICI,ICICI343778,Active
walistuvan,contractornirvi@krish-char.org,l4SaBtLq$6,5904,7956976999,1972-11-29,Indian,AFMQG9083J,Durg,325803,0b7c209c-bfe7-4974-aebc-673b4a130c23,2639,India,Tablet,Net Banking,852.85,43,Low,False,False,87.61.59.135,Kolkata,97.09,92.4,India,715926158814,HDFC,HDFC951328,Active
kalanishith,bhavin39@yahoo.com,Eb784PCz^y,7226,+911913095427,1969-11-05,Indian,FHMHS0163S,Naihati,413983,d110d027-fff6-4010-a14b-734ca8ec7ae7,1286,India,Mobile,UPI,944.48,52,Medium,False,False,208.228.163.18,Mumbai,22.57,55.94,India,677784334795,PNB,PNB250538,Closed
ramnishith,sachargokul@rege-choudhury.com,MtB6Dk+vI$,3221,01898625182,2000-11-22,Indian,STMVL3017V,Satna,831659,5443956c-5e1a-4cb3-a2d5-a9cdfb0b5bf1,3988,India,Mobile,Credit Card,293.15,77,High,False,False,211.132.2.158,Chennai,69.75,64.69,India,292750209244,BOB,BOB133747,Active
rajukhushi,mehulwadhwa@butala.com,PaBa(6L6W@,4477,9036466412,2000-08-28,Indian,KXLSS3885P,Siwan,447613,595f9e8c-a4e2-459c-9b6e-c077d4694a2a,3156,India,Desktop,Debit Card,933.45,96,High,False,False,178.239.113.140,Kolkata,88.65,20.45,India,368000679126,HSBC,HSBC691767,Active
siyamammen,pagate@mani-rout.biz,(l7WbN23$3,9781,06695847184,1981-03-01,Indian,CRSOM4108S,Bhilai,278313,527144ce-80b4-425d-b0c5-bf18f69c4ea0,3219,India,Mobile,Credit Card,614.57,39,Low,False,False,42.255.120.67,Bangalore,85.85,92.37,India,738419766928,CITI,CITI659341,Active
zainsolanki,qdatta@bhagat.com,!i66ZKVqo#,4968,+916762828024,1974-01-10,Indian,LPXDV7060S,Eluru,445779,c54c35a5-ef34-4c14-995f-3eedfd05a9b1,3470,India,Desktop,Credit Card,240.31,14,Low,False,False,177.104.54.66,Bangalore,62.68,22.44,India,130473912780,CITI,CITI988105,Closed
ambleakarsh,aainaray@bakshi.info,D+I3%SJi^b,8396,02257142543,1974-02-01,Indian,IOFQD0263J,Ajmer,440916,f8d84ee4-a331-4162-8f18-6b18bbc1357a,4600,India,Mobile,Debit Card,299.18,22,High,False,False,78.114.187.226,Kolkata,13.48,82.92,India,515665007335,PNB,PNB162961,Suspended
shraybala,nishithsavant@gmail.com,C8(NJogf+4,3750,+912339876275,1991-04-17,Indian,ZWGOY5894J,Ujjain,298566,0895a62d-e0aa-4246-b0a7-5accdc1dcef8,1229,India,Desktop,Debit Card,698.09,92,Medium,False,True,198.23.8.78,India,26.45,50.92,India,113833023043,HDFC,HDFC986153,Active
qsathe,psule@kar.net,LD5S8h8O(V,9886,+919745238014,1969-10-12,Indian,TATJS8684S,Chennai,184588,66def4cb-1e72-40cf-8d5f-bbec51e640ef,3949,India,Desktop,Net Banking,194.99,15,Medium,False,False,164.23.8.242,Bangalore,86.37,48.46,India,829655394439,KOTAK,KOTAK415823,Active
piya06,shankertara@rajan.info,%a0PV16jl),3514,06515619620,1991-05-07,Indian,YQLCP5624V,Sambhal,919583,8646a137-ba32-4aa6-875a-d6f1a41547a7,353,India,Desktop,Net Banking,429.82,3,High,False,False,126.233.238.50,Kolkata,50.85,92.29,India,242891494344,BOB,BOB161313,Active
vanyarastogi,thakerzaina@yahoo.com,_8kzNNfwhS,2147,04595455643,1988-12-23,Indian,YRMUQ4929T,Ramagundam,985523,6a4667de-f6b6-4390-861e-6959a4443949,3433,India,Mobile,UPI,722.19,62,High,False,False,107.226.249.143,Delhi,64.51,50.08,India,857194932838,CITI,CITI696158,Active
hridaankhurana,asaha@kala-char.org,@MS2^FOf&@,8570,+912858580783,2003-09-21,Indian,SMHEP1509Y,Singrauli,804951,ddcfdd39-8afa-4d60-a370-3ebb5e83cec7,3192,India,Tablet,UPI,745.12,49,High,False,False,62.130.24.51,Mumbai,57.96,49.97,India,960065890677,HSBC,HSBC985112,Active
biju79,egole@hotmail.com,+5Feg$gG#n,7694,+917840933996,1954-06-12,Indian,QYLKQ3547F,Jamshedpur,838739,ecb804d4-0b79-4c6d-8d58-7e5edd5fb729,1203,India,Desktop,Credit Card,369.22,51,Low,True,False,62.221.209.55,Kolkata,46.98,85.84,India,925123246458,HSBC,HSBC292517,Active
eshetty,grovervidur@gmail.com,KT@!F2Jz_&,3173,02672523287,1981-04-18,Indian,OQDDL7221D,Nagaon,766766,ca7ccf57-73d8-4f10-959e-6769885ac78f,4767,India,Desktop,UPI,681.16,26,Low,False,False,140.66.222.155,Bangalore,92.73,33.55,India,920443955800,CITI,CITI679797,Active
akarshsen,rania13@yahoo.com,OyOLS*lH%1,1770,+910886297229,1987-07-26,Indian,JIMIK4727O,Morbi,711348,f0bdb660-880a-4174-bf07-48a8f5614bbf,4307,India,Mobile,UPI,951.51,94,High,False,False,96.134.88.171,Delhi,69.57,91.86,India,289623847074,ICICI,ICICI928210,Active
hayrezaina,rajgatik@hotmail.com,@Lo6Bgw(_$,8359,06645765911,1992-11-13,Indian,NUPOE5691O,Hajipur,971948,14e1a7d0-2079-4834-bfa0-cbcd89925a2e,65,India,Tablet,Debit Card,921.24,67,High,False,False,115.63.242.28,Kolkata,42.67,96.05,India,544405845925,IDFC,IDFC658567,Active
hazeldar,samiha70@kamdar.com,&AMLccM8*6,3089,1393710541,1975-07-11,Indian,LBJGF8623N,Bhavnagar,918989,39d84e18-f872-41ef-bbc1-caa32a248bc1,3657,India,Mobile,Net Banking,387.83,42,Medium,True,False,128.46.224.42,Delhi,73.76,74.66,India,681759890128,CITI,CITI336556,Active
umanggarde,dlad@setty-tella.com,87AAJHOd&V,1738,+917055900276,1981-05-05,Indian,YYCQS8230X,Deoghar,940901,362923f8-bdba-4966-8912-9dcb82650b24,3499,India,Desktop,UPI,480.09,17,Medium,True,False,10.95.107.55,Kolkata,42.17,54.69,India,417932104488,KOTAK,KOTAK603190,Active
rheachokshi,dewanyashvi@hotmail.com,I!N0FGEtfc,3446,1977885085,1970-03-08,Indian,PEUGZ8313Y,Hosur,655164,0ba612f9-5adc-49f7-8ba0-2d6838945ad9,2182,India,Desktop,UPI,655.09,21,Medium,True,False,150.220.61.201,Chennai,61.19,43.8,India,104188252357,PNB,PNB214209,Active
senguptariaan,nbahl@yahoo.com,z)7bSesRJw,5016,+914574677480,1977-02-24,Indian,HCOJY9340Z,Dibrugarh,356140,2f1367ad-31b2-4a2c-8777-3726d8d716e0,4589,India,Desktop,Debit Card,420.57,59,High,False,False,128.162.134.1,Chennai,56.59,58.37,India,706294571529,HSBC,HSBC996597,Active
vaidyaojas,babumadhav@brar.org,3^M10ZxlBE,8341,+912625494926,1981-08-19,Indian,DZTZE2704J,Ghaziabad,837718,9fd16582-c5fe-43ca-9aff-4842e35d33fd,1125,India,Mobile,Debit Card,667.42,97,Medium,False,False,9.196.180.67,Kolkata,62.27,53.1,India,928323247693,PNB,PNB108068,Active
himmat06,hahuja@banik-batra.org,+!2VkKij9o,9805,2380810835,2001-04-20,Indian,PYQJW5986W,Dhanbad,404521,d9dee198-b09f-4763-b056-91af37e497de,3295,India,Mobile,Debit Card,746.53,92,Low,False,False,105.46.122.237,Kolkata,66.96,13.12,India,531746855569,SBI,SBI258354,Active
thakurkabir,chiragyohannan@salvi.com,()3jAh2O5N,8373,07768299325,1996-08-13,Indian,CWXHS8476Q,Malda,146652,d7f8e2e3-8f7c-43dd-b4f6-e04c0f6d1c99,476,India,Desktop,Credit Card,746.53,3,Low,False,False,28.110.223.210,Kolkata,74.6,60.14,India,355598088316,KOTAK,KOTAK932240,Active
himmat63,navyatrivedi@gmail.com,%PO7ZTUmYv,2030,0983181486,1974-05-28,Indian,EMKCJ1327T,Madanapalle,803495,f3f13af1-6ba7-4415-8961-a2270cca204d,1394,India,Desktop,Debit Card,272.16,80,Low,False,False,2.95.174.150,Delhi,21.73,67.94,India,636727823455,SBI,SBI980107,Closed
darshit00,kavyamall@hotmail.com,U46TJdKx@G,1113,+917162000063,1984-05-18,Indian,VGVIM9502S,Nashik,576246,7950e4ef-07b6-48cd-a1e4-1eb2ffef8450,2967,India,Tablet,Net Banking,806.81,10,Low,False,False,207.128.233.171,Delhi,68.85,18.75,India,111781001835,IDFC,IDFC578340,Active
nkumar,amirakannan@andra.com,#+EnEu1F8G,6493,+910634898539,1962-08-05,Indian,AKAEA0871E,Hospet,869466,53287da2-f9a2-49c3-ad55-4e183f82aa21,4406,India,Mobile,UPI,268.41,44,Medium,True,False,213.34.34.134,Mumbai,94.93,62.14,India,548363337157,ICICI,ICICI171233,Active
ojaschahal,trisha53@hotmail.com,+ZYs0beSJ3,3616,4589685483,1986-12-02,Indian,BBVFR1497F,Dindigul,455565,46d85714-0322-4816-93f5-8597c3801ee2,2004,India,Mobile,Debit Card,471.35,27,Medium,False,False,172.84.213.145,Mumbai,12.45,63.33,India,826859943041,AXIS,AXIS605196,Active
kumarshaan,parinaazranganathan@hotmail.com,F!2PeZgI4+,8848,+913852033039,1976-07-24,Indian,NZGVV3623M,Secunderabad,297779,08d5aa99-73be-45ab-b3d5-a29ab99ab548,2316,India,Mobile,Credit Card,418.8,69,Low,False,False,214.235.127.175,Kolkata,54.48,94.47,India,706352941836,IDFC,IDFC603026,Active
kiara09,anya02@dhawan.com,(%z5LBMvb4,1346,03007180261,2000-12-14,Indian,FVIMO0893X,Berhampur,194806,4b57d3ed-ac41-41af-8e0d-640aa11e3853,2553,India,Tablet,Net Banking,560.78,40,Low,False,False,70.98.9.158,Kolkata,59.64,30.37,India,509707792027,ICICI,ICICI278669,Active
raunaksridhar,sastrylakshit@hotmail.com,80kOVrkz&G,7703,1242695946,1962-07-21,Indian,MGGOQ8837A,Amroha,726425,e61be9b8-2904-40f9-af28-4da79258026a,4555,India,Mobile,Debit Card,321.77,49,Medium,False,False,92.137.224.135,Delhi,25.51,48.4,India,570801314558,BOB,BOB903797,Active
ira06,manikya22@johal-batra.info,%L8S$rvGN),5426,07854372334,2001-11-10,Indian,HHKRF6228D,Bhilwara,407690,72d098a1-e05d-457a-8b5c-f17cc85ac098,2605,India,Desktop,Credit Card,450.84,21,Medium,False,False,20.2.195.190,Delhi,99.74,24.9,India,464682642485,KOTAK,KOTAK146441,Active
tanyabali,karanaarna@yahoo.com,^19MdQP!i!,4110,+912518197986,2006-07-24,Indian,LAVXT7665H,Kochi,225256,c7ee1211-88d6-46cc-b7ad-78ff97683636,625,India,Mobile,Net Banking,759.79,92,Medium,False,False,61.153.62.149,Bangalore,77.06,31.37,India,614667087149,PNB,PNB762358,Inactive
amani68,brarmannat@gmail.com,_mb30W0gWz,9072,02622548597,1970-04-21,Indian,WNJHW0712R,Pimpri-Chinchwad,210918,e7d34171-587d-4fc8-b22e-d0e54c16b107,2833,India,Tablet,Net Banking,149.78,34,Low,False,False,190.121.237.143,Mumbai,23.87,51.39,India,569292346677,SBI,SBI945111,Active
sahilbose,pjayaraman@yahoo.com,OF57hYUj7+,1443,7167678520,1992-06-07,Indian,BMFPV7906C,Hyderabad,267874,e9fd5824-e740-48fb-9b26-75a6bb01dc8d,3773,India,Mobile,Net Banking,356.2,97,Low,False,False,177.12.19.119,Mumbai,93.34,86.17,India,850520346831,AXIS,AXIS940214,Active
hkorpal,yissac@gmail.com,#9OWCtpst1,9014,+910399091703,1962-09-10,Indian,QSZLY5284Q,Purnia,649821,7baf6784-3e11-4447-b041-b91df73fa22e,4937,India,Mobile,Debit Card,602.49,94,Low,False,False,152.241.208.74,Chennai,25.67,47.04,India,721687632482,ICICI,ICICI689058,Active
myraamble,valasuhana@yahoo.com,*K9FMmch1i,3043,6583102664,1970-12-27,Indian,TCKBG6106Y,New Delhi,643916,a541a5d4-97d0-4f73-ad2b-5306026070a8,4639,India,Tablet,Net Banking,650.99,76,Medium,False,False,94.213.144.150,Delhi,90.32,77.59,India,453474848648,KOTAK,KOTAK273834,Active
hrishita28,vsaran@chada-khurana.com,4e7q2C0jV@,3625,+911076115163,1990-12-19,Indian,DZURE7085O,Haldia,130005,a6701db4-90e5-445f-8333-808d896151e6,1617,India,Mobile,Net Banking,546.4,29,Low,False,False,58.214.83.45,Mumbai,58.78,10.25,India,718937346181,ICICI,ICICI285484,Active
samiha52,drishyachaudhuri@raja.info,rm31ViqJ(Y,5852,3088972782,1959-07-11,Indian,DDJZI4198W,Raebareli,229615,257aa124-67ea-4840-9f44-322c24a6722e,4385,India,Desktop,Net Banking,542.54,56,Low,False,False,220.228.7.161,Delhi,75.59,75.96,India,678251434529,KOTAK,KOTAK492817,Active
prerak66,dugarpranay@gaba-goyal.biz,ndL2jN)r@6,3810,09928658941,2006-12-13,Indian,LNSRP9401R,Anand,907131,7928a5e9-cc05-42b8-99fe-0a98aebd75ff,46,India,Mobile,Net Banking,860.19,45,High,False,False,168.72.102.91,Bangalore,74.74,37.15,India,889075315976,SBI,SBI984765,Active
ekumer,pkaran@gour.com,wWQyy^(B_3,9977,+911792932530,1968-09-13,Indian,LGNLB2157O,Chandrapur,305937,d6fd4eea-0841-44b6-b155-754631e8d9fa,2989,India,Tablet,Net Banking,363.37,95,Medium,True,False,120.3.22.124,India,22.63,17.07,India,742945124776,BOB,BOB977226,Active
dbarman,sahil15@koshy.com,Lo(H7kBmPD,9862,+917158871324,1966-01-16,Indian,MPSKA0322E,Jabalpur,950013,a0d30f30-914d-4b17-a25a-4f070b866968,2051,India,Desktop,Credit Card,957.33,61,High,False,False,42.108.62.3,Mumbai,84.97,37.83,India,636609014379,BOB,BOB291116,Active
danimannat,zram@gmail.com,36K4IDMj_r,9879,07329350147,1977-11-27,Indian,KGAFK5367S,Berhampur,366943,487633be-ff8a-4b16-bcfa-139a9ebf50c9,3693,India,Tablet,Credit Card,159.65,58,High,False,False,69.166.191.157,India,57.74,22.23,India,757177199091,AXIS,AXIS976715,Active
manikya67,nishith14@joshi.com,%HyIG+xlF9,6609,0275763443,1962-09-17,Indian,WTGIU2472P,Raipur,960881,3c5b9efe-842b-48c1-9649-5313043e9582,4624,India,Tablet,UPI,751.99,5,Low,False,False,140.45.94.37,Chennai,66.83,51.12,India,231952601716,AXIS,AXIS705307,Active
emangal,ehsaansehgal@babu-rana.com,h1Sp_M$e+2,2648,+919942150136,1971-12-31,Indian,KJZYA9242W,Gurgaon,307539,e3be331c-0459-4745-a5a2-2e103b3a31e7,959,India,Mobile,Net Banking,149.76,73,Low,False,False,65.159.249.248,Kolkata,70.43,45.18,India,118128798161,AXIS,AXIS785301,Active
nkrishnamurthy,riaan84@kala.info,bG4nO%Juo!,3359,8509322412,1996-02-04,Indian,SSRUC3948Y,Kollam,189766,ab1483cf-da17-448f-8050-09e51ac6ed10,1223,India,Desktop,Debit Card,911.77,15,Low,False,False,54.212.239.170,Bangalore,75.24,67.26,India,159180880676,PNB,PNB426505,Active
zeeshan07,manikyasabharwal@mand-basu.com,_S5DPDxL_y,9659,1202824180,1981-10-28,Indian,OWLNI4248A,Bilaspur,996830,797070ab-bc87-443f-bfdc-0c9871278dd3,1737,India,Mobile,Debit Card,539.06,90,Low,False,False,154.107.248.66,Mumbai,41.48,19.12,India,241807763007,KOTAK,KOTAK315225,Active
chaudhurimadhup,wkota@hotmail.com,_)+Kh5Ct6H,7263,+915733253297,2001-10-04,Indian,FKPVN1050E,Dewas,784501,c025e4ee-9a00-4708-813f-a15e90941f0c,3371,India,Desktop,Net Banking,276.77,23,Medium,False,False,38.204.36.64,Mumbai,86.96,34.93,India,760377885966,HSBC,HSBC386792,Closed
badalmadan,gadeuthkarsh@sankaran.info,W)B0SDnW*G,5780,+914112816191,1993-06-20,Indian,QAZFS5701C,Tirupati,387083,442621d7-40be-43d0-b30b-6032afda29f6,3060,India,Tablet,Net Banking,436.35,67,High,False,False,7.209.8.245,India,56.17,29.58,India,830596394799,BOB,BOB993364,Suspended
samarth02,taran42@yadav.org,#2%2Ke4oH#,3955,02327729159,1959-11-20,Indian,XGBQC3918W,Rohtak,733802,e9f13548-bcf2-4c07-9306-577b2e33a42e,1570,India,Mobile,Net Banking,828.91,56,High,False,False,96.178.27.183,India,77.17,27.01,India,568763839628,PNB,PNB858101,Active
koshymanikya,kimaya39@subramaniam.info,*3W9Vv7D9y,8736,09467085690,1976-10-01,Indian,PFOKM4799E,Bhatpara,991632,3c5d38b3-f1fb-49a7-b783-2c57de425ccc,4353,India,Mobile,Credit Card,968.13,25,High,False,False,96.45.161.155,India,85.67,80.25,India,365626387211,AXIS,AXIS627129,Active
ahana-wason,rattavihaan@sunder.net,Z@4A+mItL%,3537,3348642153,1985-01-31,Indian,SRJMR6572P,Naihati,458068,b6541cda-c3be-46b4-bb3a-50a1aa75c723,1558,India,Mobile,Credit Card,307.92,74,Low,False,False,211.185.11.111,Delhi,17.07,10.91,India,539831738211,SBI,SBI349570,Active
kartik29,emir53@mandal.com,u+1Pjb+Uj@,1139,7678939729,1959-11-16,Indian,DGBUY9658U,Bhalswa Jahangir Pur,525040,7d84e32b-1e5b-442b-8708-702b02b22d37,3533,India,Tablet,Net Banking,736.12,66,Medium,False,False,42.47.66.83,Chennai,37.89,29.23,India,587534424328,KOTAK,KOTAK548420,Active
bhagatjiya,aarushtella@choudhury.com,^K3W46UxL!,8426,02849259784,1967-02-15,Indian,VEWJN9719Z,Sambhal,896934,97efafc5-97c5-4824-8963-a1212a1585e6,975,India,Mobile,UPI,369.35,73,Low,True,False,140.48.137.126,Kolkata,43.05,55.33,India,837586832153,AXIS,AXIS477772,Inactive
gsaxena,tushar12@hotmail.com,4uJuo7&($B,9939,+914942876879,1979-01-11,Indian,GMMRE9422K,Kumbakonam,163962,538aeee4-f530-4ddd-853d-cfa28183ab23,4422,India,Tablet,Credit Card,759.08,50,Low,False,False,172.89.68.10,Mumbai,18.76,29.77,India,607149583136,HSBC,HSBC113687,Active
isen,pbumb@mahal.com,&ISZT^oAg3,9839,0129070819,1985-01-31,Indian,QIAQB3342R,Muzaffarnagar,179084,f530dab2-5497-4be6-9cf6-94e9b19833fb,3947,India,Desktop,UPI,899.18,71,High,False,False,27.178.170.167,Chennai,96.78,82.67,India,423598103203,HSBC,HSBC706635,Active
divyansh09,chiragsrinivasan@roy.com,^zBi8!3aT3,7993,03139561167,1988-06-01,Indian,BZPTI0656N,Dharmavaram,744239,48ab506e-6bb1-40fe-aa89-e5ba21a33311,1968,India,Mobile,Credit Card,647.59,8,Low,False,False,6.168.144.18,Kolkata,97.14,70.18,India,798945272105,CITI,CITI678375,Active
srinivasneysa,psoni@hotmail.com,6g%F9TYr&@,2091,03740062765,1973-07-14,Indian,GBCPO8608J,Salem,700112,4c31ebfd-801c-42e1-965a-21306f4e2e72,2353,India,Tablet,Debit Card,260.85,10,Medium,False,False,147.207.145.18,Delhi,55.58,85.41,India,178759210416,ICICI,ICICI409264,Active
rohanvala,vedikadhillon@kapadia.com,M_4UrED9jR,4155,+913780746721,1959-04-02,Indian,OEENL7823H,Dibrugarh,242604,8e3252db-c695-46ec-b493-440578142c9e,4488,India,Desktop,Credit Card,975.01,67,High,False,False,42.95.199.124,India,59.02,56.84,India,777122112876,CITI,CITI686356,Active
nsehgal,vivaansarna@yahoo.com,6p6ZxPrz_k,7086,8427310187,1969-08-02,Indian,ICQWH5099I,Thrissur,853550,27ce1b5d-00bd-4b06-9091-12d742366204,4377,India,Desktop,Credit Card,557.5,55,Low,False,True,67.229.114.219,Mumbai,37.23,41.55,India,317835011319,AXIS,AXIS830555,Active
vidurkant,abramratti@hotmail.com,9_B0AhiK2C,7457,02418373615,2002-08-30,Indian,AJJIB0144A,Miryalaguda,502893,5b46cf62-e378-41ef-8a88-3517262a36f7,604,India,Desktop,Debit Card,388.57,96,Medium,False,False,59.94.217.199,Mumbai,84.03,92.54,India,291231746067,SBI,SBI631156,Suspended
gatik64,anahitasood@kulkarni.com,%VMek4Oy3#,2382,+917965754191,1973-05-05,Indian,UQLNK0405R,Sagar,714732,56071499-e164-4668-a2c1-f026e56d11e7,3186,India,Mobile,Debit Card,347.32,62,Medium,False,False,21.189.185.71,Mumbai,44.39,56.86,India,546515534585,CITI,CITI813138,Active
vivaan17,keerdharmajan@brar.biz,#Vv59XRfvq,5312,+918565627923,1989-04-21,Indian,VXSJS0591Z,Shivpuri,586520,d03d1cf5-4441-4901-bb71-548ddf3c9e6e,2840,India,Desktop,Debit Card,539.92,45,Medium,False,False,99.243.197.18,Kolkata,23.39,51.51,India,242334685411,BOB,BOB990395,Active
vardaniyasheth,suhanasinghal@salvi-halder.biz,_#3)PQldwf,3477,+918361063151,2004-08-27,Indian,CBAVE8635W,Gurgaon,597822,aeaff8e6-6858-48c6-b290-322e1b58e306,2062,India,Tablet,Credit Card,232.49,28,Low,False,False,92.20.15.203,India,51.58,13.6,India,884258522149,BOB,BOB904598,Active
priyansh91,msaran@halder-behl.com,!C0(FNpy0M,9738,+917115707432,1956-04-26,Indian,OBXXU1875M,Amritsar,563489,b4e962d5-1376-41d1-b491-bbef53cd750f,1348,India,Mobile,Credit Card,579.08,88,Low,False,True,100.58.123.194,Kolkata,29.36,24.24,India,849371251191,HSBC,HSBC363532,Active
zachariahrhea,rsastry@kanda.biz,K3_qCFZyX+,5730,5748238036,1991-08-18,Indian,EZUAC0886S,Berhampur,731378,5a90fea4-9335-4965-aee1-bf1fa1e7ba17,2439,India,Desktop,Net Banking,276.42,15,High,False,False,222.171.51.126,Bangalore,10.75,79.46,India,478956360833,SBI,SBI935582,Active
jayesh62,uramakrishnan@hotmail.com,ys_72JXhb&,5768,+918648756328,1973-08-30,Indian,XIRNG9473W,Jhansi,583003,9f855dbe-6ec8-43ba-87aa-e12c95ea3854,4309,India,Desktop,UPI,351.23,35,Medium,True,False,155.199.43.87,Bangalore,80.1,58.92,India,151917165831,HDFC,HDFC317881,Active
dhruv36,yuvraj-63@chakraborty.com,^wo50Xy(Q+,9771,03499881651,1990-06-06,Indian,PIVWK3417H,Bardhaman,255893,568382e8-19fd-4c59-9f8a-d83e40b5f414,3217,India,Mobile,Credit Card,564.24,49,Medium,False,False,144.170.160.176,India,37.64,76.44,India,445363032962,ICICI,ICICI398678,Active
viswanathansuhana,jsachdeva@jhaveri-rao.com,*hX2VM2dH5,4425,08480239669,1992-11-09,Indian,PTHQQ1013Y,Raichur,449224,66a0601a-b7ea-4cf4-98c8-8c87d4d99035,3162,India,Mobile,UPI,979.5,17,High,False,False,86.183.170.28,Mumbai,38.37,17.78,India,216050377197,CITI,CITI392007,Active
ivan09,charfateh@thaker.com,V0nYgEgm$X,3376,02925256019,1978-10-27,Indian,IIEVC1022S,Tiruppur,518903,d7e2faee-d4e3-4ae8-96ad-57c7a72c06e8,1803,India,Desktop,Credit Card,300.99,40,Low,False,False,192.199.223.41,India,92.73,71.74,India,236988821048,CITI,CITI182585,Active
rasha85,qgarg@yahoo.com,k(1E8Vi(*4,6904,+914478202502,2006-06-30,Indian,DWEWJ5372Z,Gulbarga,175693,a6ff35a6-f97c-4c6f-bb99-c007537c4e15,1562,India,Desktop,Credit Card,899.8,61,Low,False,False,191.104.248.171,Delhi,41.78,83.74,India,338517851502,IDFC,IDFC657533,Active
navya76,dhruvwali@suresh.com,OdsTPldj+0,5370,05097358642,1971-09-12,Indian,WDSYJ6139G,Sambhal,744495,ab995db0-bf9e-4101-ac55-9ea0b4a9f5c0,1160,India,Mobile,Credit Card,438.02,25,Medium,False,False,94.181.17.242,Kolkata,53.52,87.39,India,113001334496,HDFC,HDFC242158,Active
